lbl,dflt
"do not send links","Keine Links senden"
"cust type","Kunde Typ"
"tax exempt","Steuerbefreit"
"tax no","Steuer Nr."
"notify on new quotes","Benachrichtigung über neue Zitate"
"global and local blacklist","Global und lokal\n Schwarze Liste"
"local whitelist","Lokale Whitelist"
"bl terms of use","Die Blacklist-/Whitelist-Funktionalität ermöglicht es Ihnen, den Überblick über <b>Kunden zu behalten, mit denen Sie keine Geschäfte mehr machen möchten.</b>Eine begrenzte Anzahl von Informationen über die Kunden, die Sie auf die Blacklist gesetzt haben, kann anderen Unternehmen, die <APPNAME> nutzen, zur Verfügung stehen.</b> Jegliche Nutzung außerhalb der folgenden Gründe ist ein Verstoß gegen die Nutzungsbedingungen und kann dazu führen, dass Ihr Unternehmen mit einem oder mehreren der folgenden Punkte konfrontiert wird: Geldstrafen, Gebühren, Kündigung Ihrer <APPNAME>-Lizenzen und rechtliche Schritte.\n\nDie Verwendung der Schwarzen Liste ist nur aus den folgenden Gründen zulässig:\nAusbleibende Zahlung\nUnethische/gesetzwidrige Aktivitäten\nHäufige unsichere Arbeitsbedingungen\nHäufige Änderung des Firmennamens\n\nSie sind allein dafür verantwortlich, die entsprechenden Genehmigungen oder Zustimmungen für die Übermittlung von Daten an die <APPNAME>-Plattform einzuholen, einschließlich der Verbreitung von Datenschutzrichtlinien und Hinweisen, die für die Erfassung, Verwendung oder Speicherung solcher Daten gelten. Sie sind allein verantwortlich für die weitere Nutzung oder Offenlegung der hochgeladenen Daten und versichern, dass Sie die entsprechende Genehmigung für das Hochladen dieser Daten eingeholt haben, falls zutreffend.\n\nSie übernehmen die volle Verantwortung für den Inhalt und die Verbreitung von Informationen, die in der <APPNAME> Software und den entsprechenden Diensten zur Verfügung gestellt werden, und versichern, dass Ihr Zugang, Ihre Nutzung und Verbreitung solcher Informationen in Übereinstimmung mit allen Gesetzen, die für den Datenschutz und die Datensicherheit gelten, sowie mit allen anderen Gesetzen, Regeln und Vorschriften der zuständigen Regierungsbehörden erfolgt."
"i agree","Ich stimme zu"
"i do not agree","Ich stimme nicht zu"
"bl wl terms of use title","Blacklist / Whitelist Nutzungsbedingungen"
"confirm cust blacklist","Sind Sie sicher, dass Sie diesen Kunden auf die schwarze Liste setzen wollen?\n\nDies führt zu einer Warnung, wenn der Name, die Telefonnummer, die Adresse oder die E-Mail-Adresse dieses Kunden das nächste Mal bei einem neuen Kunden eingegeben wird, und blockiert sofort alle neuen Angebote, Aufträge oder WOs für diesen Kunden.\n\nHINWEIS: Dadurch wird dieser Kunde in die globale Blacklist von <APPNAME> aufgenommen."
"blacklist reason","Schwarze Liste Grund"
"lack of pmt","Mangelnde Bezahlung"
"unethical/illegal activites","Unethische/gesetzwidrige Aktivitäten"
"unsafe work conditions","Freq. Unsichere Arbeitsbedingungen"
"business name changes","Freq. Änderungen des Firmennamens"
"bl cust explanation","Erläuterung (HINWEIS: Kann von anderen Unternehmen, die <APPNAME> verwenden, eingesehen werden)"
"must select bl reason","Sie müssen einen Grund für die schwarze Liste auswählen"
"confirm","Bestätigen Sie"
"confirm blacklist whitelisted cust","Dieser Kunde ist derzeit auf der Whitelist. Sind Sie sicher, dass Sie ihn auf die schwarze Liste setzen wollen? (Genehmigung der Verwaltung erforderlich)"
"cust already whitelisted","Der Kunde steht bereits auf der Whitelist."
"cust already blacklisted","Der Kunde steht bereits auf der schwarzen Liste"
"confirm whitelist blacklisted cust","Dieser Kunde steht derzeit auf der schwarzen Liste. Sind Sie sicher, dass Sie ihn auf die Whitelist setzen wollen? (Lokal)"
"blacklist","Schwarze Liste"
"whitelist","Whitelist"
"freeze account","Konto einfrieren"
"frozen","Gefroren"
"by","Unter"
"confirm freeze cust","Sind Sie sicher, dass Sie diesen Kunden einfrieren wollen?"
"pref inv delivery","Pref. Inv. Lieferung"
"no billing cont","Keine Kontakte als 'Rechnungskontakt' ausgewählt oder E-Mail ist leer.\n\nDamit der Rechnungsversand korrekt funktioniert, müssen Sie mindestens einen Kontakt als 'Rechnungskontakt' markieren UND dessen E-Mail-Adresse eingeben"
"billing cont email empty","Eine oder mehrere 'Rechnungskontakt'-E-Mails sind leer.\n\nDamit der Rechnungsversand korrekt funktioniert, müssen Sie mindestens einen Kontakt als "Rechnungskontakt" kennzeichnen UND dessen E-Mail-Adresse eingeben"
"dflt sales rep","Dflt. Handelsvertreter"
"no branch access","Sie haben keinen Sicherheitszugang zu diesem lower(<LBLBRANCH>)."
"must specify primary branch","Sie müssen einen Primärzweig lower(<LBLBRANCH>)."
"displayed date & older","Angezeigtes Datum & Älter"
"displayed date only","Nur angezeigtes Datum"
"filter date","Datum filtern"
"must enter admin cred to proceed","Sie müssen einen Administrator-Benutzernamen und ein Passwort eingeben, um fortzufahren."
"login is not an admin","Login ist kein Admin.\n\nÜberprüfen Sie den Benutzernamen und das Passwort und versuchen Sie es dann erneut."
"confirm pwd to proceed","Passwort bestätigen, um fortzufahren"
"requisition rqrd","Erforderlich"
"history","Geschichte"
"quote notification txt","Zitat Benachrichtigungstext"
"primary","Primäre Seite"
"could not get tax info","Es konnten keine detaillierten Adressdaten abgerufen werden. Bitte wählen Sie den Steuersatz manuell aus"
"ok2use","Ok zum Gebrauch"
"repairs done","Erledigte Reparaturen"
"flag needs repair","Flagge muss repariert werden"
"on veh or eqp needs repair","Nur die Unterstützung der Fahrzeug-/Ausrüstungsinspektion erfordert Reparaturmöglichkeiten."
"no repairs for insp","Bei dieser Inspektion sind keine Reparaturen erforderlich."
"confirm ok2use","Sind Sie sicher, dass Sie die Kennzeichnung "Zur Verwendung freigegeben" aufheben möchten?"
"confirm repairs done","Sind Sie sicher, dass Sie die Kennzeichnung als "Reparaturen erledigt" aufheben wollen?"
"unflag","Unflaggen"
"flagged by msg","Markiert von <NAME> am <DATE>"
"cust portal","Cust. Portal"
"qt sig msg","Zitat Signatur Nachricht"
"ft sig msg","FT-Signatur-Nachricht"
"inv link msg","Rechnung Link Nachricht"
"codes with instructions","Codes (zum Kopieren anklicken)"
"confirm restore dflt qt link","Standardeinstellungen für Angebotslinks wiederherstellen?"
"confirm restore dflt ft link","Standardeinstellungen für Ticketlinks wiederherstellen?"
"confirm restore dflt inv link","Standardeinstellungen für Rechnungslinks wiederherstellen?"
"recieve alert","Warnung empfangen"
"ft sig link expires","FT Sig Link läuft in Stunden ab (maximal 166)"
"branch logo instructions","Logos sollten klein sein (weniger als 50 kb), damit sie schnell geladen werden können, und etwa 40 x 40 px groß sein. Verwenden Sie entweder das Format .jpg, .png, .bmp oder .gif."
"restore","Wiederherstellen"
"approx char length","Ca. <COUNT> Zeichen."
"qt sig dflt msg","Ihr Angebot von <BRANCHNAME> ist fertig. Überprüfen Sie das Angebot und unterschreiben Sie es, indem Sie auf den unten stehenden Link klicken - so einfach ist das! Wenn Sie Fragen haben, wenden Sie sich bitte an Ihren Vertriebsmitarbeiter <SALESREPFULLNAME> @ <SALESREPCELL> oder an unser Büro @ <BRANCHPHONE>. Vielen Dank, dass Sie sich für <BRANCHNAME> entschieden haben.\n\n<SIGLINK>"
"ft sig dflt msg","<TECHFIRSTNAME> mit <BRANCHNAME> hat einen Link zur Überprüfung und Unterzeichnung für die am <DATE> durchgeführten Arbeiten gesendet. Wenn Sie Fragen haben, wenden Sie sich bitte an unser Büro unter <BRANCHPHONE>.Vielen Dank, dass Sie sich für <BRANCHNAME> entschieden haben.\n\nDieser Link wird in <EXPIRESIN> ablaufen.\n\n<SIGLINK>."
"inv sig dflt msg","Ihre Rechnung von <BRANCHNAME> in Höhe von <INVAMOUNT> ist fertig. Klicken Sie auf den untenstehenden Link, um die Rechnung einzusehen. Wenn Sie Fragen haben, wenden Sie sich bitte an Ihren Vertriebsmitarbeiter <SALESREPFULLNAME>@ <SALESREPCELL> oder an unser Büro @ <BRANCHPHONE>. Vielen Dank, dass Sie sich für <BRANCHNAME> entschieden haben.\n\n<INVLINK>"
"job and report options","Job- und Berichtsoptionen"
"purch type","Einkauf. Typ"
"toll permit","Mauterlaubnis"
"vehic gvw","GVW"
"veh no","Fahrzeug Nr."
"vin","VIN"
"lic plate","Nummernschild"
"dflt assignment","Standard-Zuweisung"
"define vehicle","Fahrzeug definieren"
"nick name","Nick Name"
"make","Machen Sie"
"model","Modell"
"last odom","Letzter Odom."
"can have inventory","Can Have Inventory"
"engine","Motor"
"lic tax due","Fällige Lizenzsteuer"
"transmission","Übertragung"
"fuel","Kraftstoff"
"purch price","Einkauf. Preis"
"purch date","Einkauf. Datum"
"purch from","Einkauf. Von"
"warranty exp","Garantie Exp."
"job costing","Auftragskalkulation"
"find vehicle","Fahrzeug finden"
"per mile","Pro Meile"
"per trav hour","Pro Trav. Stunde"
"per ft hour","Pro FT-Stunde"
"must specify a branch","Sie müssen einen lower(<LBLBRANCH>) angeben"
"must specify veh number","Sie müssen eine Fahrzeugnummer angeben."
"confirm delete veh","Sind Sie sicher, dass Sie dieses Fahrzeug löschen möchten?"
"vehicle tracking","Fahrzeugverfolgung"
"unit id","Einheiten-ID"
"extra pay per hour","Extra Lohn pro Stunde"
"pay driver extra","Fahrer extra bezahlen"
"unrate","Unrate"
"wo cannot exeed 24 hr","WOs können nicht länger als 24 Stunden dauern. Wenn mehr als 24 Stunden Arbeit erledigt wurden, erstellen Sie bitte einen zweiten Arbeitsauftrag."
"reports","Berichte"
"ar","AUSGANG"
"list management","Verwaltung von Listen"
"tools","Werkzeuge"
"data utilities","Daten Dienstprogramme"
"repeat work order","Arbeitsauftrag wiederholen"
"login takes a license","Anmeldung (erfordert eine Lizenz)"
"ft just signed by","FT hat gerade unterzeichnet von: <NAME>"
"select days to repeat wo","Tage zur Wiederholung von W.O. auswählen"
"cod just paid","Nachnahmezahlung für: <AMT> erhalten."
"skip every","Alle überspringen"
"selected","Ausgewählt"
"cust flds","Cust. Flds."
"applying update","Aktualisierung beantragen"
"reload custom flds","Custom Flds neu laden."
"translate","Übersetzen"
"not available in free version","Diese Funktion ist in der kostenlosen Version nicht verfügbar."
"translating","Wird übersetzt"
"invalid date","Ungültiges Datum"
"paid versions only","Nur kostenpflichtige Versionen"
"lite ver and above","Nur Lite und höhere Versionen"
"full version only","Nur Pro-Version"
"can only add 1 contact on free version, delete previous","In der kostenlosen Version können Sie nur 1 Kontakt hinzufügen. Möchten Sie den aktuellen Kontakt (<NAME>) löschen?"
"feature only avail in full version","Diese Funktion ist nur in der Pro-Version verfügbar."
"cust sig link sent","Cust. Zeichen. Link gesendet"
"text to translate","Zu übersetzender Text"
"copy to clipboard","In die Zwischenablage kopieren"
"copied to clipboard","In die Zwischenablage kopiert"
"must enter txt to translate","Sie müssen den zu übersetzenden Text eingeben"
"repeat wo","Wiederholen Sie W.O."
"select days to repeat wo","Tage zur Wiederholung von W.O. auswählen"
"dow","DOW"
"change all wo tech after date","Möchten Sie auch alle WOs nach <DATE> in <TECH> ändern?"
"tech not scheduled to work","Techniker nicht zur Arbeit eingeteilt"
"conflicting job found","Widersprüchlicher Job gefunden"
"orig wo must be selected","Dies ist das Datum des ursprünglichen Arbeitsauftrags und muss ausgewählt werden."
"wo cannot be selected","Diese WO kann nicht ausgewählt werden.\nGrund: <GRUND>\nMöchten Sie es trotzdem zuweisen?"
"repeated wo message","<COUNT> Der/die wiederholte(n) Arbeitsauftrag(e) wird/werden erstellt, wenn Sie im Formular "Arbeitsauftrag planen" auf "OK" klicken."
"must select lead tech","Sie müssen zunächst einen leitenden Techniker auswählen"
"background","Hintergrund"
"save image","Bild speichern"
"get a new picture","Ein neues Bild erhalten"
"addl wo","Zusatz WO"
"data push","Daten-Push"
"quickbooks online","QuickBooks® Online"
"data push to","Daten Push an <ACCTSYS>"
"back","Zurück"
"qbonline push instruct","Dies wird Sie durch die Übertragung von <APPNAME>-Daten an Quickbooks führen\nWählen Sie den lower(<LBLBRANCH>) aus und klicken Sie dann auf "Weiter", um fortzufahren."
"reset qb authentication","QB-Author zurücksetzen."
"addl wo number greater than 0","Zusätzliche WO's müssen größer als 0 sein"
"select days to repeat errand","Tage für die Wiederholung von Besorgungen auswählen"
"start date must be before end date","Startdatum muss vor Enddatum liegen"
"connection reset","Verbindung zurücksetzen"
"connecting to qb","Verbinden mit QuickBooks\nBitte warten...\nHinweis: Dies kann ein paar Minuten dauern"
"addl wos","Zusätzliche WO's"
"originating type","Ursprünglicher <TYPE>"
"errands","Besorgungen"
"send text","Einen Text senden"
"confirm delete errand","Dadurch wird der mit dieser Errandung verknüpfte Datensatz für die Zeitbuchung dauerhaft gelöscht.\n\nSind Sie sicher, dass Sie diese Errand löschen möchten?"
"text message","Textnachricht"
"time associated with errand delete abort","Mit dieser Besorgung ist eine Zeit verbunden. Sie müssen die Zeit entfernen, bevor Sie diese Errungenschaft löschen können."
"text to","An"
"errand id","Botengang-ID"
"sms","SMS"
"find errand","Besorgung finden"
"mms","MMS"
"send text as","Text senden als"
"text message sent","Textnachricht gesendet!"
"must enter text message","Sie müssen den Text der Nachricht eingeben, um sie zu senden"
"new text message","Neue Textnachricht"
"must enter phone number","Sie müssen Ihre Telefonnummer eingeben, um eine Textnachricht zu senden."
"clear all","Alle löschen"
"random unsplash image","Zufällig - Powered by Unsplash"
"sign in to qb online","Bitte melden Sie sich bei QuickBooks Online an, um <APPNAME> für die Verbindung mit QuickBooks zu autorisieren."
"confirm reset bg img","Sie haben derzeit <TYPE> als Hintergrund eingestellt. Sind Sie sicher, dass Sie ihn zurücksetzen wollen?"
"additional","Weiteres"
"bg theme color","Thema Farbe"
"select user","Benutzer auswählen"
"est time","Est. Zeit"
"est dist","Schätzung. Dist."
"set export options","Exportoptionen festlegen"
"push type","Typ drücken"
"push through date","Datum durchschieben"
"transaction date","Datum des Vorgangs"
"one sales line item","Eine Verkaufsposition"
"gl line items","GL-Einzelposten"
"push app data through","<APPNAME>-Daten durchschieben"
"use app inv no in qb","<APPNAME> Inv. Nr. in QB verwenden"
"set nontaxable inv in qb as","Nicht steuerpflichtige Investition in QB einstellen als"
"create with date of","Erstellen mit Datum von"
"data to push","Daten zum Schieben"
"export app invoice data","<APPNAME>-Rechnungsdaten exportieren"
"export app addl charges","Export <APPNAME> Zusätzliche Gebühren"
"addl charges","Zusätzliche Gebühren"
"export app payment data","<APPNAME>-Zahlungsdaten exportieren"
"export app payment cc data","<APPNAME> CC-Zahlungsdaten exportieren"
"cc payments","CC-Zahlungen"
"apply cenpoint payments from surplus","<APPNAME>-Zahlungen aus Überschüssen anwenden"
"export app refund data","<APPNAME>-Erstattungsdaten exportieren"
"refunds","Erstattung"
"refund","Erstattungen"
"export app adjustment data","<APPNAME>-Anpassungsdaten exportieren"
"adjustments","Anpassungen"
"nothing to print","Nichts zu drucken."
"enter payments and adjustments","Zahlungen und Anpassungen eingeben"
"initial setup","Erstmalige Einrichtung"
"dispatching","Versenden von"
"quoting","Zitat"
"add a quote","Einen Zitat hinzufügen"
"digital signatures","Digitale Signaturen"
"price a field ticket","Preis A Field Ticket"
"change search on next screen to find fts to price","Ändern Sie das Dropdown-Menü Suche auf dem nächsten Bildschirm, um Feldtickets zu finden, für die ein Preis festgelegt werden muss."
"schedule sales rep to go on site","S.R. für Vor-Ort-Besuche einplanen"
"atp has been signed by","Diese Auth. To Proceed wurde bereits unterzeichnet von"
"summary","Zusammenfassung"
"website","Website"
"click finish to export app data","Klicken Sie auf "Fertigstellen", um die <APPNAME>-Daten zu exportieren."
"cust sig link opened","Vom Kunden geöffneter Link"
"finish","Oberfläche"
"exclude http/https","http/https ausschließen"
"must select at least 1 item to export","Sie müssen mindestens einen Artikel für den Export auswählen."
"validating acctsys cust","Validierung von <ACCTSYS>-Kunden\nBitte warten..."
"make checks payable to","Schecks sind zahlbar an"
"datapush complete","Datapush abgeschlossen"
"datapush complete errors encountered","Datapush abgeschlossen (es traten jedoch Fehler auf)"
"had errors","hatte Fehler"
"min job charge","Mindestauftragsgebühr"
"mobile settings","Mobile Einstellungen"
"tech sched prev days","Tech Sched Prev Tage"
"tech only see wo flagged sent to tech","Tech sieht nur WOs, die mit "Sent To Tech" gekennzeichnet sind"
"allow tech modify ft time","Erlauben Sie dem Techniker, die Zeiten der FT-Zeitkarte zu ändern"
"allow addl workers to complete safety","Erlauben Sie zusätzlichen Arbeitern, die Sicherheitsanforderungen zu erfüllen."
"allow tech to email ft","Erlauben Sie der Technik, FT zu mailen"
"hide job entered from tech","Verbergen, wer den Job von der Technik aus eingegeben hat"
"show uncompleted wos","Unerledigte WO's anzeigen"
"gps bread crumb freq","GPS Brotkrumen-Freq."
"calc cod amount from wo tasks","Berechnung des Nachnahmebetrages aus WO-Aufgaben (nicht Job)"
"allow tech to price cod fts","Erlauben Sie Tech den Preis für COD FTs"
"1 sig when possible","Verwenden Sie 1 Sig. Wenn möglich"
"job safety plan","Arbeitssicherheitsplan"
"vehicle mileage rqrd","Kilometerstand des Fahrzeugs"
"ft sig","FT Sig"
"req pics per ft","Req. Bilder pro FT"
"job site inspections","Inspektionen auf der Baustelle"
"assigned by app","Dieser Abschnitt wird von <APPNAME> zugewiesen"
"auto texting","Auto-Texting"
"auto send text message when tech clicks","Automatisches Versenden von Textnachrichten an den Kunden, wenn ein Techniker klickt"
"do not send text if eta is over","Keine SMS senden, wenn ETA überschritten ist"
"add to eta","Zu ETA hinzufügen"
"confirm restore dflt auto text","Standardeinstellungen für automatische SMS wiederherstellen?"
"text default tech started msg","Gute Nachrichten von <BRANCHNAME>. Unser Techniker ist auf dem Weg und sollte in ca. <ETA> eintreffen. Antworten Sie auf "Stop", um keine SMS mehr zu erhalten."
"text default tech arrived msg","Aufgepasst! <TECHFIRSTNAME> ist jetzt vor Ort. Sie können sie unter <TECHCELL> erreichen, wenn Sie Fragen haben."
"text default tech departed msg","Wir sind weg! Wenn Sie Fragen oder Anliegen haben, kontaktieren Sie bitte unser Büro unter <BRANCHPHONE>. Vielen Dank, dass Sie sich für <BRANCHNAME> entschieden haben!"
"0 = unlimited","(0=unbegrenzt)"
"0 = off","(0=Aus)"
"cust availability","Cust. Verfügbarkeit"
"make all cust avail at this branch from","Alle Kunden in dieser <LBLBRANCH> verfügbar machen von"
"remove all cust from this branch","Alle Kunden aus dieser <LBLBRANCH> entfernen"
"must specify branchname","Sie müssen zunächst einen lower(<LBLBRANCH>) angeben."
"saving please wait","Sparen.\nBitte warten...\n\nDies kann ein paar Minuten dauern."
"confirm remove all cust","Sind Sie sicher, dass Sie alle Kunden aus dieser lower(<LBLBRANCH>) entfernen möchten?"
"show est time on wo","Geschätzte Zeit anzeigen. Zeit auf WO"
"show quote gen notes on wo","Zitat anzeigen Gen. Notizen zu WO"
"print auth to proc with ft","Druckgenehmigung. Fortfahren mit FT"
"itemize adjustments","Anpassungen aufschlüsseln (Aufgabenebene)"
"ft time","FT Zeit"
"auto make wo","Automatisches Erstellen von WO für neue Aufträge (nur Quick Add)"
"auto set wo color to","WO-Farbe automatisch einstellen auf"
"change color","Farbe ändern"
"auto unreview job when wo created after","Auto Un-Review Job wenn WO erstellt nach"
"job auto unreview hint","0 = Niemals die Überprüfung abbrechen"
"cod barrage notification","Begriffe 'Sperrbenachrichtigung' einschalten"
"default state","Standardzustand"
"specify invoice date","Rechnungsdatum angeben"
"tech rev allocation","Technik. Zuteilung der Einnahmen"
"eeo","EEO"
"cert payroll","Bescheinigung. Gehaltsabrechnung"
"new cust inv","Neue Cust. Inv"
"non perform","Non-Perform"
"statement","Erklärung"
"itemized adj rcpt","Einzelnachweis Adj Rcpt"
"hide emtpy qa on qt, ft, inv","Leere Q/A bei Qoute, FT, Inv ausblenden"
"new cust dflt terms","Neuer Kunde. Standardbedingungen"
"apply to all","Anwenden\n Für alle"
"confirm apply all to dflt inv","Dadurch wird die Standardrechnung von <NAME> auf alle Kunden (neue und alte) angewendet.\n\n Die Änderungen werden sofort übernommen. Fortfahren?"
"confirm apply all to dflt cert","Damit wird der Bericht von <NAME> auf alle aktiven Aufträge angewendet.\n\n Die Änderungen werden sofort übernommen und können nicht rückgängig gemacht werden. Fortfahren?"
"yes apply","Ja, Anwenden"
"printed ft terms and conditions","Gedruckte FT Bedingungen und Konditionen"
"also print on quote","Auch auf Angebot drucken"
"message printed on inv and ft","Nachricht auf Rechnungen und Eintrittskarten gedruckt"
"schedule set msg","Zeitplan einstellen Nachricht"
"confirm restore dflt sched msg","Meldung Standardzeitplan wiederherstellen?"
"sched set dflt msg","Gute Nachrichten von <BRANCHNAME>. Wir haben Sie für das <DATUM> eingeplant. Wir schätzen, dass <TECHFIRSTNAME> um <STARTZEIT> vor Ort sein wird. Wenn Sie Fragen haben oder den Termin verschieben müssen, wenden Sie sich bitte an unser Büro unter <BRANCHPHONE>."
"job custom fields","Auftragsbezogene Felder"
"wo custom fields","Benutzerdefinierte Felder für Arbeitsaufträge"
"status updates","Status-Updates"
"pick","Wählen Sie"
"links","Links"
"hide all","Alle ausblenden"
"show all","Alle anzeigen"
"show onsite only","Nur vor Ort anzeigen"
"show travel only","Nur Reisen zum Arbeitsplatz anzeigen"
"1 per job","1 pro Auftrag"
"1 per ft","1 pro FT"
"1 per day","1 pro Tag"
"1 per week","1 pro Woche"
"every day","Jeden Tag"
"every week","Jede Woche"
"every 2 days","Alle 2 Tage"
"1 per job per lead","1 pro Auftrag pro Lead"
"1 per job per lead and addl","1 pro Auftrag pro Lead & alle Add'l"
"1 per ft per lead","1 pro FT pro Leitung"
"1 per ft per lead and addl","1 pro FT pro Leitung und alle zusätzlichen"
"no allocation","Keine Zuteilung"
"hourly by inv","Stündlich nach Inv"
"by ft","Mit FT"
"all techs equal","Alle Techniker sind gleich"
"stored rate for addlt workers","Gespeicherte Rate für zusätzliche Arbeitskräfte"
"by job","Von Job"
"validating required line items in acctsys","Validierung der erforderlichen Positionen in <ACCTSYS>.\nBitte warten..."
"creating acctsys invoices","Erstellen von <ACCTSYS>-Rechnungen\n<CNT> von <TOT>\nBitte warten..."
"sales rep scheduling","Terminplanung für Außendienstmitarbeiter"
"cannot open wo until day of","Fahrzeuginspektion(en) entdeckt. Sie können eine ANO erst am Tag der Inspektion (oder innerhalb weniger Stunden bei Nachtarbeit) öffnen, um den Abschluss der Fahrzeuginspektion sicherzustellen.\n\nBitte verwenden Sie "Mein Fahrzeug laden", um Aufgaben/Notizen für die anstehenden Arbeitsaufträge zu sehen."
"view (hide tabs)","Ansicht (Inhalt der Registerkarte ausblenden)"
"number must be above","Die Zahl muss über <NUMBER> liegen"
"turn on quick start instruc","Um den Schnellstart wieder zu aktivieren, gehen Sie zu "Menü" > "Einstellungen"."
"number must be below","Die Zahl muss unter <NUMBER> liegen"
"view log","Ansicht Log"
"creating acctsys addl","Erstellen von <ACCTSYS> Zusätzliche Gebühren\n<CNT> von <TOT>\nPlease Wait..."
"data push report","Daten-Push-Bericht"
"creating acctsys pmt","Erstellen von <ACCTSYS>-Zahlungen\n<CNT> von <TOT>\nPlease Wait..."
"creating acctsys pmt cc","Erstellen von <ACCTSYS> CC-Zahlungen\n<CNT> von <TOT>\nPlease Wait..."
"creating acctsys adj","Erstellen von <ACCTSYS>-Anpassungen\n<CNT> von <TOT>\nPlease Wait..."
"creating acctsys refund","Erstellen von <ACCTSYS> Erstattungen\n<CNT> von <TOT>\nPlease Wait..."
"report parameters","Parameter des Berichts"
"auth to proc sig","Genehmigung. Zum Fortfahren Unterschrift"
"more info","Mehr Infos"
"save to proceed msg","Bei dieser Funktion müssen die Daten gespeichert werden, bevor Sie fortfahren. Wenn Sie fortfahren, werden alle Daten gespeichert."
"save to proceed","Dadurch werden alle Ihre Änderungen gespeichert, bevor Sie fortfahren. Sind Sie sicher, dass Sie fortfahren möchten?"
"do not remind me again","Erinnern Sie mich nicht mehr daran"
"acct push info","Dadurch wird das DataPush-Protokoll (Integration mit Ihrem Buchhaltungssystem) für den ausgewählten Datumsbereich angezeigt."
"aging link no invoices","Keine ausstehenden Rechnungen. Wir danken Ihnen."
"save and proceed","Speichern & Fortfahren"
"accounting system","Buchhaltungssystem"
"confirm save","Bestätigen Sie Speichern"
"show detail on report","Details im Bericht anzeigen"
"tip","Tipp"
"push id","ID drücken"
"tran type","Tran. Typ"
"tran qty","Tran. Menge"
"ref type","Ref. Typ"
"pushed by","Vorbei geschoben"
"before tax","Vor Steuern"
"delete push","Push löschen <PUSHID>"
"confirm delete push","Die Löschung eines Push kann nicht rückgängig gemacht werden.\n\nGehen Sie nur vor, wenn Sie den markierten Push dauerhaft löschen möchten."
"delete push important message","WICHTIG!\n\nSie müssen den Push manuell in Ihrem Buchhaltungssystem löschen. Wenn Sie den Push nicht manuell löschen, führt dies dazu, dass <APPNAME> nicht mit Ihrem Buchhaltungssystem abgeglichen wird!\n\nBitte vergessen Sie das nicht."
"info","Infos"
"finalized inv","<Finalisierte Inv."
"quickbooks","QuickBooks®."
"dynamics gp","Dynamics GP"
"intacct","Intacct"
"sage 50 canadian","Sage 50 - Kanadisch"
"manual journal entries","Manuelle Journaleinträge"
"ccg systems","CCG-Systeme"
"atp changed and needs to refresh","Die Ermächtigung zum Verfahren wurde geändert, seit Sie diesen Bildschirm geladen haben. Klicken Sie auf "OK", um den Bildschirm zu aktualisieren und das neue Dokument vor der Unterzeichnung zu überprüfen."
"confirm del job","Sind Sie sicher, dass Sie den Auftrag löschen wollen: <JOBNAME>?"
"view deleted","Ansicht Gelöscht"
"atp changes not saved until send link or get sig","Die Änderungen werden nicht gespeichert. Senden Sie den Link erneut oder holen Sie eine Signatur auf diesem Gerät ein, um die Änderungen zu speichern."
"job has been deleted","Auftrag: <JOBSID> wurde gelöscht."
"job statuses","Job-Status"
"manage job statuses","Job-Status verwalten"
"defined job statuses","Definierte Job-Status"
"cannot delete required status","Sie können einen erforderlichen Status nicht löschen."
"confirm del job status","Sind Sie sicher, dass Sie den Auftragsstatus löschen wollen: <NAME> ?"
"manage job status","Auftragsstatus verwalten"
"status name","Status Name"
"show jobs with this status on scheduler","Aufträge mit diesem Status im Scheduler unter Nicht zugewiesen und Unvollständig anzeigen"
"auto inactivate job when status is selected","Automatisch den Auftrag deaktivieren, wenn dieser Status ausgewählt ist"
"status means job was cancelled","Dieser Status bedeutet, dass der Auftrag abgebrochen wurde"
"status means job was deleted","Dieser Status bedeutet, dass der Auftrag gelöscht wurde"
"use status when creating a new job","Diesen Status beim Erstellen eines neuen Auftrags verwenden"
"use status when converting quote to job","Diesen Status bei der Umwandlung von Angeboten in Aufträge verwenden"
"use status when converting recurring job to job","Verwenden Sie diesen Status bei der Umwandlung von wiederkehrenden Aufträgen in Aufträge"
"job categories","Job-Kategorien"
"manage job categories","Job-Kategorien verwalten"
"defined job categories","Definierte Job-Kategorien"
"manage job category","Job-Kategorie verwalten"
"default for all new jobs","Standard für alle neuen Jobs"
"default for all converted quotes","Standardwert für alle umgewandelten Zitate"
"confirm del job category","Sind Sie sicher, dass Sie die Auftragskategorie löschen möchten: <NAME>?"
"quote dflt","Zitat Dflt"
"view data push","Daten anzeigen Push"
"paste lat long","Lat, Long einfügen"
"paste","Kleister"
"lat long not found in clipboard","Lat & Long nicht in der Zwischenablage gefunden. Bitte kopieren Sie lat / long und versuchen Sie es erneut"
"copy lat long","Kopieren Lat, Long"
"set datapush switch over date","<APPNAME>'s DataPush Umschaltdatum festlegen"
